Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary
33,Female,Business,Single,Graduate,0.0,Yes,No,Yes,31495,79866.0,111361.0
30,Female,Salaried,Single,Post Graduate,3.0,No,No,Yes,92557,76915.0,169472.0
22,Female,Business,Married,Post Graduate,0.0,No,Yes,No,72170,0.0,72170.0
41,Female,Salaried,Married,Graduate,4.0,Yes,No,No,79539,0.0,79539.0
32,Female,Business,Married,Post Graduate,3.0,No,No,Yes,71957,42297.0,114254.0
57,,,Single,Graduate,,Yes,No,No,119617,,
23,Female,Salaried,Single,Graduate,0.0,Yes,No,Yes,91978,78014.0,169992.0
32,Female,Salaried,Married,Graduate,1.0,No,Yes,Yes,37113,41923.0,79036.0
48,Female,Business,Married,Graduate,3.0,No,Yes,Yes,85572,73331.0,158903.0
51,Female,Business,Single,Post Graduate,1.0,No,No,Yes,114202,87812.0,202014.0
39,Male,Business,Single,Graduate,3.0,No,No,Yes,111633,64185.0,175818.0
33,Female,Business,Married,Graduate,4.0,No,No,Yes,87022,88367.0,175389.0
45,Male,Business,Married,Post Graduate,3.0,No,No,Yes,101623,89604.0,191227.0
50,Male,Salaried,Single,Post Graduate,2.0,Yes,No,Yes,89741,49538.0,139279.0
29,Male,Business,Married,Post Graduate,1.0,Yes,No,No,71381,0.0,71381.0
24,Femal,Business,Single,Graduate,4.0,Yes,No,No,31360,0.0,31360.0
49,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,79605,71897.0,151502.0
34,Male,Salaried,Married,Graduate,0.0,No,No,Yes,55975,52596.0,108571.0
38,Male,Salaried,Married,Graduate,1.0,No,Yes,Yes,104084,68125.0,172209.0
59,Male,Business,Married,Graduate,4.0,No,No,No,73401,0.0,73401.0
30,Male,Business,Married,Post Graduate,1.0,No,No,Yes,110468,68857.0,179325.0
38,Female,Salaried,Single,Graduate,0.0,Yes,No,No,33989,0.0,33989.0
29,Male,Business,Single,Post Graduate,3.0,Yes,No,No,83536,0.0,83536.0
46,Male,Business,Married,Graduate,4.0,No,No,Yes,41763,83780.0,125543.0
56,Male,Salaried,Married,Graduate,2.0,No,No,Yes,82852,34309.0,117161.0
40,Male,Salaried,Married,Graduate,4.0,No,Yes,Yes,51014,64528.0,115542.0
40,Female,Business,Single,Graduate,1.0,No,No,No,93292,0.0,93292.0
26,Male,Business,Married,Graduate,1.0,No,No,Yes,35822,90815.0,126637.0
39,Male,Business,Married,Graduate,0.0,No,No,Yes,32364,73254.0,105618.0
54,Male,Salaried,Single,Graduate,2.0,No,No,Yes,42170,66070.0,108240.0
55,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,63534,50196.0,113730.0
47,Male,Salaried,Married,Graduate,3.0,No,No,Yes,35479,65881.0,101360.0
55,Male,Salaried,Single,Post Graduate,3.0,No,No,Yes,46834,66665.0,113499.0
24,Female,Salaried,Married,Graduate,4.0,No,No,Yes,54414,43636.0,98050.0
43,Male,Salaried,Married,Graduate,3.0,No,No,Yes,69841,71511.0,141352.0
30,Female,Salaried,Married,Graduate,0.0,No,No,No,77502,0.0,77502.0
27,Male,Salaried,Married,Graduate,2.0,No,No,Yes,60714,74611.0,135325.0
52,Male,Business,Single,Post Graduate,1.0,No,No,No,83399,0.0,83399.0
31,Female,Salaried,Single,Graduate,3.0,No,No,No,39571,0.0,39571.0
33,Male,Business,Married,Graduate,0.0,No,No,Yes,77486,69998.0,147484.0
32,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,54939,91019.0,145958.0
49,Male,Salaried,Married,Post Graduate,1.0,No,No,Yes,89003,66619.0,155622.0
49,Female,Business,Married,Post Graduate,4.0,No,No,Yes,76703,66321.0,143024.0
43,Male,Salaried,Married,Post Graduate,1.0,No,No,No,32084,0.0,32084.0
40,Male,Salaried,Married,Graduate,1.0,No,No,Yes,56025,59056.0,115081.0
31,Male,Salaried,Married,Graduate,3.0,No,No,Yes,68765,36432.0,105197.0
38,Female,Business,Married,Graduate,2.0,Yes,No,Yes,83853,62009.0,145862.0
51,Female,Salaried,Married,Post Graduate,3.0,Yes,No,Yes,38500,91666.0,130166.0
33,Femal,Business,Single,Graduate,1.0,No,Yes,Yes,119883,52018.0,171901.0
39,Male,Business,Single,Graduate,1.0,No,No,Yes,116545,58306.0,174851.0
38,Female,Business,Married,Graduate,1.0,No,No,Yes,52013,49399.0,101412.0
38,Male,Business,Married,Post Graduate,0.0,No,No,Yes,117512,89276.0,206788.0
50,,,Married,Graduate,,Yes,No,Yes,107074,,
27,Male,Salaried,Married,Graduate,1.0,No,No,No,75073,0.0,75073.0
26,Female,Salaried,Married,Graduate,0.0,No,No,Yes,90421,51482.0,141903.0
56,Male,Business,Married,Graduate,4.0,No,No,No,80550,0.0,80550.0
33,Male,Salaried,Married,Graduate,2.0,No,No,No,49588,0.0,49588.0
24,Female,Salaried,Married,Post Graduate,2.0,No,No,No,82028,0.0,82028.0
59,Female,Business,Married,Graduate,1.0,No,No,Yes,43225,36400.0,79625.0
40,Female,Salaried,Married,Post Graduate,1.0,No,No,No,57504,0.0,57504.0
43,Female,Salaried,Married,Graduate,1.0,No,No,No,79449,0.0,79449.0
46,Male,Business,Married,Post Graduate,2.0,No,No,Yes,58915,71294.0,130209.0
43,Male,Business,Married,Post Graduate,1.0,No,No,Yes,112212,36454.0,148666.0
23,Female,Business,Married,Graduate,3.0,Yes,Yes,No,100111,0.0,100111.0
43,Male,Business,Single,Post Graduate,1.0,Yes,No,No,41454,0.0,41454.0
24,Female,Salaried,Married,Graduate,0.0,No,No,Yes,81308,88396.0,169704.0
46,Female,Salaried,Married,Graduate,2.0,No,No,No,114661,0.0,114661.0
25,Female,Business,Married,Graduate,3.0,No,No,No,58606,0.0,58606.0
37,Female,Business,Single,Graduate,2.0,No,Yes,Yes,76023,93755.0,169778.0
59,Female,Salaried,Single,Graduate,3.0,No,No,Yes,38192,51560.0,89752.0
51,Male,Salaried,Married,Graduate,4.0,No,No,No,116977,0.0,116977.0
33,Male,Salaried,Single,Graduate,4.0,No,No,No,34045,0.0,34045.0
23,Male,Business,Married,Graduate,0.0,Yes,No,No,99546,0.0,99546.0
33,Female,Business,Single,Post Graduate,4.0,Yes,No,Yes,87397,88710.0,176107.0
41,Female,Business,Single,Graduate,1.0,No,No,No,70492,0.0,70492.0
33,Male,Business,Single,Graduate,2.0,Yes,No,No,72362,0.0,72362.0
47,Male,Business,Single,Post Graduate,1.0,Yes,No,No,50946,0.0,50946.0
42,Male,Business,Married,Graduate,1.0,No,No,No,91422,0.0,91422.0
45,Female,Business,Married,Post Graduate,0.0,No,No,Yes,100706,41257.0,141963.0
32,Female,Salaried,Single,Post Graduate,2.0,No,No,Yes,30579,79301.0,109880.0
49,Female,Salaried,Single,Graduate,2.0,No,No,No,111142,0.0,111142.0
30,Female,Business,Single,Graduate,3.0,No,No,Yes,102283,69551.0,171834.0
26,Male,Business,Single,Graduate,2.0,No,No,No,59725,0.0,59725.0
37,Female,Salaried,Married,Graduate,0.0,No,No,Yes,86540,88643.0,175183.0
43,Male,Business,Single,Post Graduate,2.0,No,No,Yes,110829,90837.0,201666.0
56,Male,Salaried,Married,Graduate,1.0,No,No,No,104406,0.0,104406.0
41,Female,Salaried,Married,Post Graduate,3.0,Yes,No,Yes,87499,46035.0,133534.0
24,Male,Business,Married,Graduate,2.0,No,No,Yes,42598,72878.0,115476.0
38,Female,Business,Married,Graduate,3.0,No,Yes,Yes,34542,48527.0,83069.0
29,Male,Salaried,Married,Graduate,2.0,No,No,No,97083,0.0,97083.0
36,Male,Salaried,Married,Graduate,1.0,No,No,No,89080,0.0,89080.0
44,Male,Business,Married,Post Graduate,1.0,No,No,Yes,108540,73754.0,182294.0
44,Male,Salaried,Married,Graduate,2.0,No,No,No,104983,0.0,104983.0
46,Male,Business,Married,Graduate,2.0,Yes,No,Yes,86645,73142.0,159787.0
59,Male,Business,Married,Graduate,4.0,No,No,No,55289,0.0,55289.0
45,Female,Salaried,Married,Graduate,2.0,No,No,No,49228,0.0,49228.0
29,Male,Salaried,Married,Post Graduate,4.0,Yes,No,No,112346,0.0,112346.0
47,Female,Salaried,Married,Graduate,1.0,No,No,Yes,95577,75486.0,171063.0
27,Female,Salaried,Married,Graduate,1.0,No,No,Yes,89531,57228.0,146759.0
49,,,Single,Graduate,,No,Yes,No,89122,,
28,Female,Business,Married,Graduate,1.0,No,No,Yes,99181,29514.0,128695.0
26,Male,Salaried,Married,Graduate,4.0,Yes,No,Yes,67454,45116.0,112570.0
48,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,47132,92552.0,139684.0
31,,,Married,Graduate,,No,No,Yes,76508,,
59,Male,Salaried,Married,Graduate,3.0,No,No,No,54832,0.0,54832.0
44,Male,Salaried,Married,Graduate,1.0,Yes,No,No,116650,0.0,116650.0
40,Female,Business,Married,Graduate,1.0,No,No,No,97691,0.0,97691.0
31,Femal,Business,Single,Post Graduate,2.0,No,No,Yes,118123,87472.0,205595.0
31,Male,Business,Married,Post Graduate,2.0,No,No,No,79304,0.0,79304.0
41,Male,Salaried,Single,Post Graduate,2.0,No,No,Yes,77962,68339.0,146301.0
54,Male,Salaried,Married,Graduate,2.0,No,No,Yes,81304,32087.0,113391.0
39,Female,Salaried,Married,Graduate,3.0,No,No,No,97217,0.0,97217.0
28,Male,Salaried,Single,Graduate,2.0,No,No,Yes,82105,66333.0,148438.0
42,Male,Salaried,Married,Graduate,4.0,No,No,No,104567,0.0,104567.0
42,Male,Business,Single,Graduate,0.0,No,No,Yes,85615,56957.0,142572.0
54,Male,Business,Married,Graduate,2.0,No,No,Yes,39862,88291.0,128153.0
52,Male,Salaried,Married,Graduate,1.0,No,No,No,48637,0.0,48637.0
59,Female,Salaried,Married,Post Graduate,0.0,No,No,Yes,78086,68793.0,146879.0
27,Male,Salaried,Married,Graduate,1.0,No,No,Yes,66389,89751.0,156140.0
23,Male,Salaried,Married,Graduate,3.0,No,No,Yes,41215,31629.0,72844.0
36,Male,Business,Single,Graduate,0.0,Yes,No,Yes,106112,28852.0,134964.0
22,Female,Business,Single,Graduate,3.0,Yes,No,Yes,74588,26234.0,100822.0
25,Male,Salaried,Married,Graduate,4.0,No,No,Yes,56361,62397.0,118758.0
46,Female,Salaried,Single,Post Graduate,4.0,No,No,Yes,85303,37565.0,122868.0
23,Male,Salaried,Single,Graduate,2.0,Yes,No,Yes,45168,61051.0,106219.0
26,Female,Business,Married,Graduate,1.0,No,No,Yes,55599,60029.0,115628.0
39,Female,Salaried,Married,Graduate,3.0,No,No,No,116527,0.0,116527.0
30,,,Married,Post Graduate,,No,No,Yes,65838,,
43,Male,Salaried,Married,Graduate,4.0,Yes,No,No,37042,0.0,37042.0
35,Male,Salaried,Married,Graduate,0.0,No,No,Yes,96201,92136.0,188337.0
46,Female,Business,Married,Post Graduate,0.0,Yes,No,No,93146,0.0,93146.0
59,Female,Salaried,Married,Post Graduate,2.0,No,No,No,47941,0.0,47941.0
52,Male,Salaried,Married,Graduate,2.0,No,No,Yes,107692,69341.0,177033.0
33,Male,Salaried,Married,Graduate,4.0,No,No,Yes,66295,67579.0,133874.0
22,Male,Business,Married,Graduate,1.0,No,No,No,88284,0.0,88284.0
42,Male,Salaried,Married,Graduate,2.0,No,No,No,118129,0.0,118129.0
23,Male,Business,Married,Post Graduate,0.0,Yes,No,Yes,99694,78471.0,178165.0
48,Male,Salaried,Married,Graduate,3.0,No,No,No,53309,0.0,53309.0
38,Male,Salaried,Married,Graduate,4.0,No,No,Yes,55482,57891.0,113373.0
45,Female,Salaried,Single,Graduate,3.0,Yes,No,Yes,57927,89716.0,147643.0
25,Female,Business,Married,Graduate,4.0,No,Yes,No,93680,0.0,93680.0
49,Female,Salaried,Married,Graduate,4.0,No,No,No,35790,0.0,35790.0
22,Female,Business,Married,Graduate,0.0,No,No,No,117637,0.0,117637.0
53,,,Single,Graduate,,No,No,Yes,56991,,
44,Female,Salaried,Married,Graduate,0.0,No,No,No,73824,0.0,73824.0
23,Male,Salaried,Single,Post Graduate,3.0,No,No,No,86139,0.0,86139.0
41,,,Single,Graduate,,No,No,Yes,30208,,
39,Female,Business,Married,Graduate,3.0,No,No,Yes,117646,82397.0,200043.0
40,Male,Salaried,Married,Graduate,1.0,No,Yes,Yes,82196,64613.0,146809.0
42,Female,Business,Married,Post Graduate,0.0,Yes,No,Yes,34705,38598.0,73303.0
52,Male,Salaried,Single,Graduate,3.0,No,No,Yes,45848,26130.0,71978.0
37,Male,Business,Single,Graduate,3.0,No,No,No,103057,0.0,103057.0
28,Femal,Salaried,Married,Post Graduate,4.0,No,No,Yes,39571,85678.0,125249.0
39,Femal,Salaried,Married,Graduate,4.0,Yes,No,No,81486,0.0,81486.0
37,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,43833,93423.0,137256.0
47,Male,Salaried,Married,Post Graduate,2.0,No,Yes,No,107678,0.0,107678.0
32,Male,Business,Married,Post Graduate,4.0,No,No,No,95613,0.0,95613.0
49,Female,Business,Married,Post Graduate,2.0,No,No,No,71450,0.0,71450.0
49,Male,Salaried,Married,Graduate,2.0,No,Yes,Yes,93537,83241.0,176778.0
26,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,55315,88838.0,144153.0
53,Male,Salaried,Married,Graduate,3.0,Yes,No,No,77890,0.0,77890.0
25,Male,Salaried,Married,Graduate,1.0,No,No,No,68036,0.0,68036.0
44,Female,Business,Married,Graduate,3.0,No,No,Yes,112417,76227.0,188644.0
32,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,107234,92066.0,199300.0
59,Male,Business,Married,Graduate,1.0,No,No,No,44877,0.0,44877.0
37,Male,Salaried,Married,Post Graduate,3.0,No,Yes,Yes,57640,46739.0,104379.0
45,Male,Salaried,Married,Graduate,4.0,No,No,Yes,78709,52610.0,131319.0
55,Female,Business,Married,Graduate,4.0,No,Yes,No,112440,0.0,112440.0
35,Female,Business,Single,Post Graduate,0.0,No,No,Yes,50453,31791.0,82244.0
41,Male,Salaried,Single,Post Graduate,1.0,No,No,Yes,40777,75135.0,115912.0
47,Male,Salaried,Single,Graduate,4.0,No,No,Yes,38728,84850.0,123578.0
56,Female,Salaried,Married,Graduate,1.0,No,No,Yes,110836,84840.0,195676.0
42,Female,Salaried,Married,Graduate,3.0,No,No,No,51654,0.0,51654.0
30,Femal,Business,Single,Graduate,4.0,No,No,Yes,118251,54805.0,173056.0
31,Male,Salaried,Married,Post Graduate,4.0,No,No,No,65105,0.0,65105.0
29,Male,Salaried,Married,Graduate,0.0,No,No,No,89917,0.0,89917.0
55,Male,Salaried,Single,Graduate,2.0,Yes,No,Yes,84902,50766.0,135668.0
23,Female,Business,Single,Graduate,1.0,No,No,Yes,33857,45761.0,79618.0
43,Female,Business,Married,Post Graduate,1.0,No,No,No,117937,0.0,117937.0
37,Male,Salaried,Married,Graduate,2.0,Yes,No,Yes,49123,47498.0,96621.0
46,Male,Business,Married,Graduate,1.0,No,No,No,113971,0.0,113971.0
37,Male,Salaried,Married,Graduate,0.0,No,No,Yes,74637,56993.0,131630.0
24,Male,Business,Single,Graduate,2.0,No,No,Yes,116982,46584.0,163566.0
47,Male,Business,Single,Graduate,1.0,No,No,No,96213,0.0,96213.0
29,Male,Business,Married,Graduate,4.0,No,No,Yes,78484,81523.0,160007.0
25,Male,Salaried,Single,Post Graduate,3.0,Yes,No,No,35956,0.0,35956.0
42,Male,Business,Married,Graduate,0.0,No,No,Yes,96053,31287.0,127340.0
34,Female,Salaried,Single,Graduate,4.0,No,No,No,46549,0.0,46549.0
49,Male,Salaried,Single,Graduate,0.0,No,No,Yes,109770,53281.0,163051.0
37,Female,Business,Married,Post Graduate,0.0,No,No,No,119618,0.0,119618.0
32,Male,Business,Single,Graduate,0.0,No,No,Yes,61018,68913.0,129931.0
41,Female,Salaried,Single,Graduate,1.0,No,No,Yes,87791,93549.0,181340.0
43,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,87688,86482.0,174170.0
24,Male,Business,Married,Post Graduate,0.0,No,No,Yes,50860,71535.0,122395.0
38,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,96519,49471.0,145990.0
35,Female,Salaried,Single,Post Graduate,4.0,No,No,Yes,119245,91776.0,211021.0
23,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,116134,59924.0,176058.0
55,Male,Salaried,Single,Graduate,3.0,No,No,No,51834,0.0,51834.0
37,Female,Salaried,Single,Post Graduate,3.0,No,No,No,34443,0.0,34443.0
43,Female,Business,Married,Graduate,2.0,No,No,No,62997,0.0,62997.0
56,Female,Salaried,Married,Graduate,3.0,Yes,No,No,52226,0.0,52226.0
25,Female,Business,Married,Graduate,2.0,Yes,No,No,85242,0.0,85242.0
42,Female,Business,Married,Graduate,1.0,No,No,Yes,55533,39271.0,94804.0
54,Male,Salaried,Married,Post Graduate,2.0,Yes,No,No,96410,0.0,96410.0
51,Male,Business,Married,Post Graduate,3.0,Yes,No,Yes,114151,61705.0,175856.0
26,Female,Business,Single,Graduate,1.0,No,No,Yes,81200,34068.0,115268.0
39,Female,Salaried,Married,Post Graduate,4.0,No,No,Yes,92739,49910.0,142649.0
34,Male,Business,Married,Post Graduate,3.0,No,No,Yes,59739,32920.0,92659.0
44,Femal,Salaried,Married,Graduate,4.0,No,No,Yes,48434,71333.0,119767.0
34,Female,Business,Married,Post Graduate,3.0,No,No,Yes,67173,70343.0,137516.0
50,Female,Salaried,Married,Graduate,0.0,Yes,No,Yes,94684,70015.0,164699.0
22,Male,Business,Married,Post Graduate,1.0,No,No,Yes,53920,31294.0,85214.0
30,Femal,Salaried,Married,Graduate,4.0,Yes,No,Yes,101108,57768.0,158876.0
39,Male,Salaried,Married,Graduate,2.0,Yes,Yes,Yes,68288,57457.0,125745.0
28,Male,Business,Married,Graduate,1.0,Yes,Yes,Yes,110215,75705.0,185920.0
22,Male,Salaried,Married,Graduate,2.0,Yes,No,Yes,64118,51143.0,115261.0
55,Male,Salaried,Married,Post Graduate,4.0,No,No,No,60968,0.0,60968.0
25,Female,Salaried,Married,Post Graduate,3.0,No,No,No,82010,0.0,82010.0
43,Male,Salaried,Married,Graduate,2.0,No,No,No,86249,0.0,86249.0
29,Male,Salaried,Married,Graduate,2.0,No,No,No,59415,0.0,59415.0
45,Male,Business,Married,Post Graduate,1.0,No,Yes,Yes,37223,50568.0,87791.0
32,Male,Salaried,Married,Graduate,3.0,No,No,No,106969,0.0,106969.0
43,Male,Business,Single,Graduate,4.0,Yes,No,No,62027,0.0,62027.0
55,Female,Salaried,Single,Graduate,2.0,No,No,No,99052,0.0,99052.0
59,,,Married,Graduate,,No,No,No,55605,,
32,Male,Salaried,Married,Post Graduate,3.0,Yes,No,Yes,40346,43827.0,84173.0
31,Female,Business,Married,Graduate,2.0,No,No,No,59196,0.0,59196.0
57,Female,Salaried,Married,Post Graduate,0.0,No,No,Yes,92330,45312.0,137642.0
54,Female,Salaried,Single,Graduate,1.0,No,No,No,32407,0.0,32407.0
58,Male,Salaried,Married,Graduate,0.0,No,No,No,45350,0.0,45350.0
22,Male,Salaried,Married,Graduate,2.0,No,No,Yes,104920,80958.0,185878.0
56,Male,Salaried,Married,Graduate,2.0,No,Yes,No,97159,0.0,97159.0
24,Female,Salaried,Married,Graduate,1.0,No,No,No,58125,0.0,58125.0
51,Female,Business,Married,Post Graduate,1.0,No,No,Yes,95501,54773.0,150274.0
30,Female,Salaried,Married,Graduate,4.0,No,No,Yes,99184,57106.0,156290.0
58,Male,Salaried,Married,Graduate,4.0,No,No,No,68826,0.0,68826.0
58,Female,Business,Married,Graduate,4.0,No,No,Yes,61935,77802.0,139737.0
43,Male,Business,Married,Graduate,1.0,Yes,No,No,104768,0.0,104768.0
44,Male,Salaried,Married,Graduate,1.0,No,Yes,Yes,77660,81049.0,158709.0
50,Female,Salaried,Single,Graduate,4.0,No,Yes,No,119156,0.0,119156.0
39,Female,Business,Married,Graduate,1.0,No,No,No,80902,0.0,80902.0
32,Male,Business,Married,Post Graduate,4.0,Yes,No,Yes,106054,62264.0,168318.0
22,Male,Salaried,Married,Graduate,3.0,No,No,Yes,107080,41034.0,148114.0
33,Male,Business,Married,Graduate,2.0,No,No,Yes,32810,60715.0,93525.0
26,Female,Salaried,Married,Graduate,1.0,No,Yes,Yes,110316,26294.0,136610.0
31,Female,Salaried,Married,Post Graduate,0.0,No,Yes,No,73977,0.0,73977.0
57,Male,Salaried,Married,Post Graduate,1.0,No,No,Yes,39433,38008.0,77441.0
23,Female,Business,Single,Graduate,1.0,No,No,No,38238,0.0,38238.0
53,Female,Salaried,Single,Post Graduate,3.0,No,No,Yes,73871,87724.0,161595.0
48,Femal,Business,Single,Graduate,2.0,No,Yes,No,119521,0.0,119521.0
45,Male,Business,Married,Graduate,1.0,No,No,Yes,104776,61431.0,166207.0
31,Female,Salaried,Married,Graduate,3.0,No,No,No,54110,0.0,54110.0
49,Female,Business,Married,Post Graduate,4.0,No,No,No,45706,0.0,45706.0
57,Female,Salaried,Married,Graduate,2.0,No,No,Yes,107425,60608.0,168033.0
46,Female,Salaried,Married,Graduate,0.0,No,No,Yes,83047,77850.0,160897.0
44,Female,Salaried,Married,Graduate,1.0,No,No,No,119211,0.0,119211.0
43,Female,Salaried,Married,Graduate,4.0,No,No,No,110251,0.0,110251.0
47,Female,Salaried,Single,Post Graduate,1.0,No,No,No,80959,0.0,80959.0
28,Female,Business,Married,Graduate,2.0,No,Yes,Yes,94457,36815.0,131272.0
39,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,91961,60437.0,152398.0
37,Female,Salaried,Married,Graduate,4.0,No,No,Yes,40871,44665.0,85536.0
24,Male,Business,Single,Post Graduate,4.0,Yes,No,No,97253,0.0,97253.0
40,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,92943,79338.0,172281.0
52,Male,Salaried,Married,Graduate,1.0,No,Yes,Yes,91013,78088.0,169101.0
28,Female,Salaried,Married,Post Graduate,4.0,No,No,No,33338,0.0,33338.0
32,Female,Business,Married,Graduate,4.0,No,No,Yes,57567,80371.0,137938.0
34,Female,Salaried,Single,Post Graduate,0.0,No,No,Yes,101331,90417.0,191748.0
36,Male,Salaried,Married,Post Graduate,3.0,No,No,No,108752,0.0,108752.0
22,Female,Salaried,Married,Graduate,4.0,No,Yes,Yes,92638,67597.0,160235.0
50,Female,Business,Single,Graduate,0.0,Yes,No,Yes,53359,38133.0,91492.0
45,Female,Salaried,Married,Graduate,1.0,No,Yes,No,39784,0.0,39784.0
44,Male,Salaried,Single,Graduate,3.0,No,Yes,Yes,77927,33671.0,111598.0
38,Male,Salaried,Single,Post Graduate,0.0,No,No,No,80440,0.0,80440.0
41,Male,Salaried,Married,Post Graduate,4.0,Yes,No,Yes,56684,79109.0,135793.0
48,Male,Salaried,Single,Graduate,1.0,No,No,No,61181,0.0,61181.0
36,Male,Salaried,Married,Graduate,1.0,No,No,No,103461,0.0,103461.0
31,Male,Salaried,Single,Graduate,2.0,No,No,Yes,67510,81944.0,149454.0
41,,,Single,Graduate,,Yes,No,Yes,65258,,
41,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,35536,78463.0,113999.0
46,Female,Business,Single,Graduate,3.0,No,No,Yes,107045,68313.0,175358.0
27,Male,Salaried,Single,Post Graduate,3.0,No,No,No,107768,0.0,107768.0
35,Female,Salaried,Married,Graduate,2.0,No,No,No,85749,0.0,85749.0
45,,,Single,Post Graduate,,No,Yes,Yes,92926,,
30,Male,Business,Married,Post Graduate,2.0,Yes,No,Yes,31486,91007.0,122493.0
58,Female,Business,Married,Graduate,4.0,No,No,No,97346,0.0,97346.0
23,Male,Salaried,Single,Post Graduate,3.0,No,No,Yes,53113,66818.0,119931.0
39,Male,Salaried,Single,Graduate,0.0,No,No,No,61028,0.0,61028.0
45,Male,Salaried,Married,Graduate,3.0,No,Yes,No,110881,0.0,110881.0
56,Female,Business,Married,Post Graduate,3.0,No,No,Yes,80687,51926.0,132613.0
39,,,Married,Graduate,,No,No,No,118990,,
22,Male,Salaried,Married,Graduate,4.0,No,No,No,44906,0.0,44906.0
56,Male,Business,Married,Post Graduate,1.0,No,No,Yes,84931,57686.0,142617.0
43,Male,Salaried,Married,Graduate,2.0,Yes,No,Yes,47013,67830.0,114843.0
57,Male,Salaried,Single,Graduate,3.0,No,No,No,46739,0.0,46739.0
56,Male,Business,Married,Graduate,0.0,No,Yes,Yes,82989,73617.0,156606.0
31,Female,Salaried,Married,Graduate,4.0,No,No,Yes,39766,39245.0,79011.0
37,Male,Salaried,Single,Graduate,1.0,No,No,Yes,68272,30233.0,98505.0
42,Female,Salaried,Single,Graduate,1.0,Yes,No,Yes,71738,43027.0,114765.0
23,Female,Business,Single,Graduate,3.0,No,No,Yes,58965,26444.0,85409.0
25,Male,Business,Married,Graduate,2.0,Yes,No,Yes,42058,50692.0,92750.0
59,Male,Salaried,Single,Graduate,2.0,No,Yes,Yes,52405,72995.0,125400.0
57,Female,Business,Single,Post Graduate,1.0,No,No,Yes,41741,54106.0,95847.0
46,Female,Salaried,Single,Graduate,4.0,No,No,Yes,87717,37595.0,125312.0
50,Female,Business,Single,Graduate,0.0,No,No,No,52891,0.0,52891.0
39,Female,Business,Single,Graduate,2.0,No,No,Yes,90088,28187.0,118275.0
58,Male,Salaried,Married,Graduate,2.0,No,No,No,92320,0.0,92320.0
36,Male,Salaried,Married,Graduate,3.0,Yes,No,No,37147,0.0,37147.0
55,Male,Salaried,Single,Post Graduate,2.0,No,No,No,36820,0.0,36820.0
31,Male,Salaried,Single,Post Graduate,3.0,No,No,No,114331,0.0,114331.0
58,Female,Business,Single,Graduate,2.0,No,No,Yes,37627,49334.0,86961.0
33,Male,Business,Married,Post Graduate,4.0,No,No,Yes,43883,28065.0,71948.0
52,Female,Business,Single,Post Graduate,4.0,No,No,No,83972,0.0,83972.0
45,Female,Business,Married,Graduate,0.0,No,Yes,Yes,31459,63488.0,94947.0
59,Male,Salaried,Married,Post Graduate,1.0,No,Yes,No,35367,0.0,35367.0
27,Male,Salaried,Married,Graduate,0.0,Yes,No,Yes,56287,63596.0,119883.0
28,Male,Business,Married,Post Graduate,4.0,No,No,No,102671,0.0,102671.0
33,Male,Salaried,Single,Graduate,4.0,Yes,No,No,115331,0.0,115331.0
59,Male,Salaried,Single,Graduate,4.0,No,No,No,38691,0.0,38691.0
36,Female,Salaried,Married,Post Graduate,1.0,No,No,No,31323,0.0,31323.0
49,Female,Business,Married,Graduate,1.0,No,No,No,36950,0.0,36950.0
25,Male,Business,Single,Post Graduate,2.0,No,No,No,99507,0.0,99507.0
53,Female,Business,Married,Graduate,4.0,No,No,No,33508,0.0,33508.0
25,Female,Salaried,Single,Graduate,3.0,No,Yes,No,40719,0.0,40719.0
23,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,108868,62386.0,171254.0
32,Male,Business,Single,Post Graduate,0.0,No,No,Yes,79753,31769.0,111522.0
46,Male,Salaried,Single,Graduate,2.0,No,No,Yes,81706,59383.0,141089.0
37,Female,Business,Married,Graduate,4.0,Yes,No,Yes,64364,64277.0,128641.0
43,Female,Business,Married,Post Graduate,1.0,No,No,Yes,98053,44723.0,142776.0
51,Male,Business,Married,Graduate,4.0,No,No,No,105052,0.0,105052.0
54,Male,Business,Married,Graduate,2.0,Yes,No,Yes,115310,59048.0,174358.0
34,,,Married,Graduate,,No,No,Yes,110970,,
57,Female,Salaried,Married,Graduate,1.0,No,No,No,76295,0.0,76295.0
54,Female,Business,Single,Graduate,1.0,No,No,Yes,42897,53219.0,96116.0
31,Female,Salaried,Married,Graduate,4.0,No,Yes,Yes,63618,40358.0,103976.0
